timestamp,experiment_id,service,scenario,replica_count,load_users,cpu_cores_value,mem_bytes_value,net_rx_bytes_value,net_tx_bytes_value,pod_restarts_value,replica_count_value,node_cpu_util_value,node_mem_util_value,network_activity_rate_value,processing_intensity_value,service_stability_value,resource_pressure_value,replica_change,replica_scaling_up,load_change,load_increasing,cpu_regime_encoded,time_idx,hour_pattern,growth_trend,cpu_cores_value_roll_mean,cpu_cores_value_lag_1,mem_bytes_value_roll_mean,mem_bytes_value_lag_1
t_0,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,2.472206103286379e-05,0.0,0.0247220610328637,0.0,0.0,1.0,2.13355235865842,28.38845196124356,0.0,2.472206103286379e-05,1.0,0.0083136933005545,0.0,0,0.0,0,0,0,0.24019237886466838,1.0,2.472206103286379e-05,2.472206103286379e-05,0.0,0.0
t_1,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,7.479980797199375e-05,11653120.0,0.0747998079719937,1165312.0,0.0,1.0,2.1506362058279223,28.43157219989645,5.007774693912996e-05,7.479980797199375e-05,1.0,0.4072384999249696,0.0,0,0.0,0,0,1,0.22896486961688534,1.0038461538461538,4.976093450242877e-05,2.472206103286379e-05,5826560.0,0.0
t_2,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0001024493093376,11825152.0,0.1024493093376857,1182515.2,0.0,1.0,2.1267618328000566,28.28322773107172,2.7649501365692024e-05,0.0001024493093376,1.0,0.422177264052414,0.0,0,0.0,0,0,2,0.21949512719437558,1.0076923076923077,6.732372611415252e-05,7.479980797199375e-05,7826090.666666667,11653120.0
t_3,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0001361075128907,12001280.0,0.1361075128907141,1200128.0,0.0,1.0,2.117247254477064,28.32649589507163,3.365820355302831e-05,0.0001361075128907,1.0,0.439270973398632,0.0,0,0.0,0,0,3,0.2118445665105883,1.0115384615384615,0.00010445221006676458,0.0001024493093376,11826517.333333334,11825152.0
t_4,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.00016792427367,11927552.0,0.167924273670081,1192755.2,0.0,2.0,2.1525349650350165,28.375064717339317,3.1816760779366935e-05,0.00016792427367,1.0,0.4475531125311505,0.0,0,0.0,0,0,4,0.20606280438731972,1.0153846153846153,0.00013549369863276667,0.0001361075128907,11917994.666666666,12001280.0
t_5,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0002097316854876,12066816.0,0.2097316854876549,1206681.6,0.0,2.0,2.1580439973431,28.280022681886532,4.180741181757387e-05,0.0002097316854876,1.0,0.4661785872586386,0.0,0,0.0,0,0,5,0.20218733777058384,1.0192307692307692,0.00017125449068276666,0.00016792427367,11998549.333333334,11927552.0
t_6,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0002455835637508,12124160.0,0.2455835637508635,1212416.0,0.0,2.0,2.127849365586826,28.556347230097884,3.585187826320865e-05,0.0002455835637508,1.0,0.4801152910426256,0.0,0,0.0,0,0,6,0.20024330054852912,1.023076923076923,0.00020774650763613332,0.0002097316854876,12039509.333333334,12066816.0
t_7,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0002744090855095,12140544.0,0.2744090855095659,1214054.4,0.0,2.0,2.1231656456261163,28.58640072976505,2.8825521758702388e-05,0.0002744090855095,1.0,0.4903461236256585,0.0,0,0.0,0,1,7,0.20024330054852912,1.0269230769230768,0.00024324144491596664,0.0002455835637508,12110506.666666666,12124160.0
t_8,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0003179654394872,11337728.0,0.3179654394872866,1133772.8,0.0,2.0,2.118481890969292,28.58667192623456,4.355635397772071e-05,0.0003179654394872,1.0,0.4786706758880015,0.0,0,0.0,0,1,8,0.20218733777058384,1.0307692307692307,0.00027931936291583333,0.0002744090855095,11867477.333333334,12140544.0
t_9,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0003769523986612,11309056.0,0.3769523986612123,1130905.6,5.0,2.0,2.1328345401903874,28.410764034417294,5.898695917392569e-05,0.0003769523986612,0.1666666666666666,0.49756708691035,0.0,0,0.0,0,1,9,0.20606280438731972,1.0346153846153847,0.0003231089745526333,0.0003179654394872,11595776.0,11337728.0
t_10,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0003698157078291,11063296.0,0.3698157078291497,1106329.6,5.0,2.0,2.15042811020362,28.461058652400084,-7.136690832062651e-06,0.0003698157078291,1.0,0.4871090970007891,0.0,0,0.0,0,1,10,0.2118445665105883,1.0384615384615385,0.00035491118199249997,0.0003769523986612,11236693.333333334,11309056.0
t_11,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0003483743432346,11087872.0,0.3483743432346669,1108787.2,5.0,2.0,2.171779277444003,28.64414092354724,-2.1441364594482836e-05,0.0003483743432346,1.0,0.480704459120203,0.0,0,0.0,0,1,11,0.21949512719437558,1.0423076923076924,0.00036504748324163336,0.0003698157078291,11153408.0,11063296.0
t_12,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0003666791122471,11087872.0,0.3666791122471692,1108787.2,5.0,2.0,2.1889097953226866,28.609279850102325,1.830476901250241e-05,0.0003666791122471,1.0,0.486860104286888,0.0,0,0.0,0,1,12,0.22896486961688534,1.0461538461538462,0.00036162305443693336,0.0003483743432346,11079680.0,11087872.0
t_13,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0003683669031936,11317248.0,0.3683669031936447,1131724.8,5.0,2.0,2.16184849775604,28.64241512783215,1.6877909464754152e-06,0.0003683669031936,1.0,0.49494850200101,0.0,0,0.0,0,1,13,0.24019237886466843,1.05,0.00036114011955843333,0.0003666791122471,11164330.666666666,11087872.0
t_14,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0003667822017347,11653120.0,0.3667822017347855,1165312.0,5.0,2.0,2.164626429863347,28.477256477897484,-1.5847014588592093e-06,0.0003667822017347,1.0,0.5054282126547741,0.0,0,0.0,0,1,14,0.25310484023190305,1.0538461538461539,0.0003672760723918,0.0003683669031936,11352746.666666666,11317248.0
t_15,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0003616852311661,11657216.0,0.3616852311661651,1165721.6,5.0,2.0,2.1870578474438678,28.26633958728829,-5.09697056862038e-06,0.0003616852311661,1.0,0.503848470985322,0.0,0,0.0,0,1,15,0.2676185114517037,1.0576923076923077,0.00036561144536479995,0.0003667822017347,11542528.0,11653120.0
t_16,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0003537713642054,11550720.0,0.3537713642054311,1155072.0,5.0,2.0,2.184071954614751,28.422869258647463,-7.91386696073396e-06,0.0003537713642054,1.0,0.4976953373465217,0.0,0,0.0,0,1,16,0.28363926579685567,1.0615384615384615,0.00036074626570206664,0.0003616852311661,11620352.0,11657216.0
t_17,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0003553893846089,11173888.0,0.3553893846089399,1117388.8,5.0,2.0,2.1889097953226724,28.45834668770493,1.6180204035087407e-06,0.0003553893846089,1.0,0.4858838284466317,0.0,0,0.0,0,1,17,0.3010632025277615,1.0653846153846154,0.00035694865999346667,0.0003537713642054,11460608.0,11550720.0
t_18,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0003329324786414,10993664.0,0.3329324786414162,1099366.4,5.0,2.0,2.1972971538135653,28.448139838761374,-2.245690596752362e-05,0.0003329324786414,1.0,0.4724226630243868,0.0,0,0.0,0,1,18,0.3197773207286063,1.0692307692307692,0.00034736440915190004,0.0003553893846089,11239424.0,11173888.0
t_19,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.000310847768823,11022336.0,0.3108477688230108,1102233.6,5.0,2.0,2.173423214870056,28.46756736766845,-2.2084709818405456e-05,0.000310847768823,1.0,0.465935977179666,0.0,0,0.0,0,1,19,0.3396602521616596,1.073076923076923,0.00033305654402443334,0.0003329324786414,11063296.0,10993664.0
t_20,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0003301370360946,11030528.0,0.330137036094653,1103052.8,5.0,2.0,2.160667590171286,28.47639358003994,1.928926727164229e-05,0.0003301370360946,1.0,0.4726912963283839,0.0,0,0.0,0,1,20,0.3605830483868694,1.0769230769230769,0.00032463909451966666,0.000310847768823,11015509.333333334,11022336.0
t_21,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0003334734017196,11096064.0,0.3334734017196632,1109606.4,5.0,2.0,2.1751745152218547,28.637188432237863,3.3363656250101365e-06,0.0003334734017196,1.0,0.4759620754942114,0.0,0,0.0,0,1,21,0.3824100170419775,1.0807692307692307,0.0003248194022124,0.0003301370360946,11049642.666666666,11030528.0
t_22,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0003223327954411,11014144.0,0.3223327954411007,1101414.4,5.0,4.0,2.2088717851847406,28.814156455708684,-1.1140606278562488e-05,0.0003223327954411,1.0,0.4695296350276579,0.0,0,0.0,0,1,22,0.40499960185955824,1.0846153846153845,0.00032864774441843336,0.0003334734017196,11046912.0,11096064.0
t_23,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0003164498512323,11014144.0,0.316449851232324,1101414.4,5.0,4.0,2.212213472797302,28.738024210448454,-5.882944208776672e-06,0.0003164498512323,1.0,0.4675512808042367,0.0,0,0.0,0,1,23,0.42820530071373264,1.0884615384615384,0.00032408534946433334,0.0003223327954411,11041450.666666666,11014144.0
t_24,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0003080214171337,11026432.0,0.308021417133707,1102643.2,5.0,4.0,2.2237346519251844,28.69606272034713,-8.428434098617019e-06,0.0003080214171337,1.0,0.4651198137952118,0.0,0,0.0,0,1,24,0.45187661574267196,1.0923076923076924,0.0003156013546023666,0.0003164498512323,11018240.0,11014144.0
t_25,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0003168383126614,11026432.0,0.3168383126614162,1102643.2,5.0,4.0,2.2391201551679103,28.739873277286065,8.816895527709204e-06,0.0003168383126614,1.0,0.4680848159923573,0.0,0,0.0,0,1,25,0.47586002938498234,1.0961538461538463,0.0003137698603424667,0.0003080214171337,11022336.0,11026432.0
t_26,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,0.0002828356302425,11038720.0,0.2828356302425592,1103872.0,5.0,4.0,2.2491990295757347,28.50551021917606,-3.400268241885704e-05,0.0002828356302425,1.0,0.4570530766741564,0.0,0,0.0,0,1,26,0.5,1.1,0.0003025651200125333,0.0003168383126614,11030528.0,11026432.0
t_27,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,1.6775176626435074e-05,11038720.0,0.016775176626435,1103872.0,5.0,4.0,2.2301156356255234,28.650156554325577,-0.0002660604536161,1.6775176626435074e-05,1.0,0.3675805602917051,0.0,0,0.0,0,0,27,0.5241399706150177,1.103846153846154,0.000205483039843445,0.0002828356302425,11034624.0,11038720.0
t_28,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,4.737108503950933e-05,0.0,0.0473710850395093,0.0,5.0,4.0,2.236187915220597,28.76413303419541,3.0595908413074256e-05,4.737108503950933e-05,1.0,0.0159302524093536,0.0,0,0.0,0,0,28,0.5481233842573281,1.1076923076923078,0.00011566063063614813,1.6775176626435074e-05,7359146.666666667,11038720.0
t_29,checkoutservice_browsing_replicas_4_users_20,checkoutservice,browsing,4,20,7.539415713585923e-05,9388032.0,0.0753941571358592,938803.2,5.0,4.0,2.1966798401404617,28.57693350755652,2.80230720963499e-05,7.539415713585923e-05,1.0,0.3331703080853913,0.0,0,0.0,0,0,29,0.5717946992862674,1.1115384615384616,4.651347293393454e-05,4.737108503950933e-05,6808917.333333333,0.0
