timestamp,experiment_id,service,scenario,replica_count,load_users,cpu_cores_value,mem_bytes_value,net_rx_bytes_value,net_tx_bytes_value,pod_restarts_value,replica_count_value,node_cpu_util_value,node_mem_util_value,network_activity_rate_value,processing_intensity_value,service_stability_value,resource_pressure_value,replica_change,replica_scaling_up,replica_scaling_down,load_change,load_increasing,load_decreasing,cpu_regime,cpu_regime_encoded,cpu_regime_change,time_idx,hour_pattern,day_pattern,growth_trend,replica_load_interaction,scaling_intensity,cpu_rolling_3_mean,cpu_rolling_3_std,mem_rolling_3_mean,cpu_lag_1,mem_lag_1,cpu_lag_2,mem_lag_2
t_0,frontend_browsing_replicas_4_users_75,frontend,browsing,4,75,2.8893919889502817e-05,0.0,0.0288939198895028,0.0,1.0,2.0,57.22446604473589,27.0021136061454,0.0,2.8893919889502817e-05,1.0,0.0004712600057036,0.0,0,0,0.0,0,0,low,0,1,0,0.24019237886466838,1.0,1.0,3.0,0.0,2.8893919889502817e-05,0.0,0.0,2.8893919889502817e-05,0.0,2.8893919889502817e-05,0.0
t_1,frontend_browsing_replicas_4_users_75,frontend,browsing,4,75,3.812500000000003e-05,8597504.0,0.038125,859750.4,1.0,2.0,67.02522545341033,27.0021136061454,9.231080110497216e-06,3.812500000000003e-05,1.0,0.1989400351527134,0.0,0,0,0.0,0,0,low,0,0,1,0.23075366575552525,1.0133585267490244,1.0031914893617022,3.0,0.0,3.350945994475143e-05,6.527359343808843e-06,4298752.0,2.8893919889502817e-05,0.0,2.8893919889502817e-05,0.0
t_2,frontend_browsing_replicas_4_users_75,frontend,browsing,4,75,3.812500000000003e-05,8605696.0,0.038125,860569.6000000001,1.0,2.0,76.82646584259257,27.0021136061454,0.0,3.812500000000003e-05,1.0,0.1991289996273922,0.0,0,0,0.0,0,0,low,0,0,2,0.22251747213565998,1.0266573910747558,1.0063829787234042,3.0,0.0,3.5047973296500956e-05,5.3295665867065656e-06,5734400.0,3.812500000000003e-05,8597504.0,2.8893919889502817e-05,0.0
t_3,frontend_browsing_replicas_4_users_75,frontend,browsing,4,75,3.812500000000003e-05,8605696.0,0.038125,860569.6000000001,1.0,2.0,-140.4525072392457,27.0021136061454,0.0,3.812500000000003e-05,1.0,0.1991289996273922,0.0,0,0,0.0,0,0,low,0,0,3,0.21552058284514547,1.0398371970207672,1.0095744680851064,3.0,0.0,3.812500000000003e-05,0.0,8602965.333333334,3.812500000000003e-05,8605696.0,3.812500000000003e-05,8597504.0
t_4,frontend_browsing_replicas_4_users_75,frontend,browsing,4,75,3.812500000000003e-05,8605696.0,0.038125,860569.6000000001,1.0,2.0,-114.74361111111108,27.317613639305332,0.0,3.812500000000003e-05,1.0,0.1991289996273922,0.0,0,0,0.0,0,0,low,0,0,4,0.20979424769007382,1.052839080374257,1.0127659574468084,3.0,0.0,3.812500000000003e-05,0.0,8605696.0,3.812500000000003e-05,8605696.0,3.812500000000003e-05,8605696.0
t_5,frontend_browsing_replicas_4_users_75,frontend,browsing,4,75,3.812500000000003e-05,8605696.0,0.038125,860569.6000000001,1.0,2.0,-114.74361111111108,27.368179441291037,0.0,3.812500000000003e-05,1.0,0.1991289996273922,0.0,0,0,0.0,0,0,low,0,0,5,0.20536404187333662,1.065604971567914,1.0159574468085106,3.0,0.0,3.812500000000003e-05,0.0,8605696.0,3.812500000000003e-05,8605696.0,3.812500000000003e-05,8605696.0
t_6,frontend_browsing_replicas_4_users_75,frontend,browsing,4,75,3.812500000000003e-05,8605696.0,0.038125,860569.6000000001,1.0,2.0,-114.74361111111108,27.368179441291037,0.0,3.812500000000003e-05,1.0,0.1991289996273922,0.0,0,0,0.0,0,0,low,0,0,6,0.20224975176956023,1.078077855032699,1.0191489361702128,3.0,0.0,3.812500000000003e-05,0.0,8605696.0,3.812500000000003e-05,8605696.0,3.812500000000003e-05,8605696.0
t_7,frontend_browsing_replicas_4_users_75,frontend,browsing,4,75,3.812500000000003e-05,8605696.0,0.038125,860569.6000000001,1.0,2.0,-114.74361111111108,27.368179441291037,0.0,3.812500000000003e-05,1.0,0.1991289996273922,0.0,0,0,0.0,0,0,low,0,0,7,0.20046528655435353,1.0902020238432204,1.0223404255319148,3.0,0.0,3.812500000000003e-05,0.0,8605696.0,3.812500000000003e-05,8605696.0,3.812500000000003e-05,8605696.0
t_8,frontend_browsing_replicas_4_users_75,frontend,browsing,4,75,3.812500000000003e-05,8605696.0,0.038125,860569.6000000001,1.0,2.0,-114.74361111111108,27.368179441291037,0.0,3.812500000000003e-05,1.0,0.1991289996273922,0.0,0,0,0.0,0,0,low,0,0,8,0.2000186160825531,1.1019233285183834,1.025531914893617,3.0,0.0,3.812500000000003e-05,0.0,8605696.0,3.812500000000003e-05,8605696.0,3.812500000000003e-05,8605696.0
t_9,frontend_browsing_replicas_4_users_75,frontend,browsing,4,75,3.9245154723127066e-05,8605696.0,0.039245154723127,860569.6000000001,1.0,2.0,-114.74361111111108,27.368179441291037,1.1201547231270338e-06,3.9245154723127066e-05,1.0,0.1991472693576063,0.0,0,0,0.0,0,0,low,0,0,9,0.20091173529291706,1.113189418866119,1.028723404255319,3.0,0.0,3.849838490770905e-05,6.467216309313947e-07,8605696.0,3.812500000000003e-05,8605696.0,3.812500000000003e-05,8605696.0
t_10,frontend_browsing_replicas_4_users_75,frontend,browsing,4,75,4.697258523002787e-05,8605696.0,0.0469725852300278,860569.6000000001,1.0,2.0,-114.74361111111108,27.368179441291037,7.727430506900801e-06,4.697258523002787e-05,1.0,0.1992733037952556,0.0,0,0,0.0,0,0,low,0,0,10,0.20314065529824382,1.123949977792049,1.0319148936170213,3.0,0.0,4.144757998438499e-05,4.817462908442775e-06,8605696.0,3.9245154723127066e-05,8605696.0,3.812500000000003e-05,8605696.0
t_11,frontend_browsing_replicas_4_users_75,frontend,browsing,4,75,5.336000000000002e-05,8605696.0,0.05336,860569.6000000001,1.0,2.0,-114.74361111111108,27.368179441291037,6.387414769972157e-06,5.336000000000002e-05,1.0,0.1993774825682445,0.0,0,0,0.0,0,0,low,0,0,11,0.206695421200711,1.1341569460278447,1.0351063829787235,3.0,0.0,4.6525913317718315e-05,7.068016068561982e-06,8605696.0,4.697258523002787e-05,8605696.0,3.9245154723127066e-05,8605696.0
t_12,frontend_browsing_replicas_4_users_75,frontend,browsing,4,75,0.000106736355561,8613888.0,0.1067363555610421,861388.8,1.0,2.0,2.6450587790840245,27.368179441291037,5.3376355561042094e-05,0.000106736355561,1.0,0.2004370157204281,0.0,0,0,0.0,0,0,low,0,0,12,0.21156015655286575,1.1437647367755859,1.0382978723404255,3.0,0.0,6.902298026367595e-05,3.28165167880219e-05,8608426.666666666,5.336000000000002e-05,8605696.0,4.697258523002787e-05,8605696.0
t_13,frontend_browsing_replicas_4_users_75,frontend,browsing,4,75,0.000120365959554,8630272.0,0.1203659595540919,863027.2000000001,1.0,2.0,2.6450587790840245,27.368179441291037,1.362960399304979e-05,0.000120365959554,1.0,0.201037243592191,0.0,0,0,0.0,0,0,low,0,0,13,0.21771313426569272,1.1527304393094664,1.0414893617021277,3.0,0.0,9.348743837166667e-05,3.5413274473782144e-05,8616618.666666666,0.000106736355561,8613888.0,5.336000000000002e-05,8605696.0
t_14,frontend_browsing_replicas_4_users_75,frontend,browsing,4,75,0.000130408,8638464.0,0.130408,863846.4,1.0,2.0,2.6450587790840245,27.368179441291037,1.0042040445908107e-05,0.000130408,1.0,0.2013899938064271,0.0,0,0,0.0,0,0,low,0,0,14,0.22512687364706852,1.1610140106255127,1.0446808510638297,3.0,0.0,0.00011917010503833332,1.188104535083471e-05,8627541.333333334,0.000120365959554,8630272.0,0.000106736355561,8613888.0
t_15,frontend_browsing_replicas_4_users_75,frontend,browsing,4,75,0.0001991951881441,8658944.0,0.1991951881441382,865894.4,1.0,2.0,2.524429464743207,27.49650464818308,6.878718814413819e-05,0.0001991951881441,1.0,0.2029843244419601,0.0,0,0,0.0,0,0,medium,1,1,15,0.23376826313720328,1.1685784542833595,1.047872340425532,3.0,0.0,0.00014998971589936667,4.290797732590285e-05,8642560.0,0.000130408,8638464.0,0.000120365959554,8630272.0
t_16,frontend_browsing_replicas_4_users_75,frontend,browsing,4,75,0.0002053683333333,8323072.0,0.2053683333333334,832307.2000000001,1.0,2.0,-88.49875611747325,27.49650464818308,6.17314518919519e-06,0.0002053683333333,1.0,0.1953374650149796,0.0,0,0,0.0,0,0,medium,1,0,16,0.24359870819290463,1.1753899856413343,1.0510638297872341,3.0,0.0,0.00017832384049246665,4.161096920231932e-05,8540160.0,0.0001991951881441,8658944.0,0.000130408,8638464.0
t_17,frontend_browsing_replicas_4_users_75,frontend,browsing,4,75,0.0002053683333333,8323072.0,0.2053683333333334,832307.2000000001,1.0,2.0,-85.56710130797839,27.49650464818308,0.0,0.0002053683333333,1.0,0.1953374650149796,0.0,0,0,0.0,0,0,medium,1,0,17,0.25457430366017725,1.1814181827468682,1.054255319148936,3.0,0.0,0.00020331061827023335,3.564067036731089e-06,8435029.333333334,0.0002053683333333,8323072.0,0.0001991951881441,8658944.0
t_18,frontend_browsing_replicas_4_users_75,frontend,browsing,4,75,0.0001980394222371,8323072.0,0.1980394222371588,832307.2000000001,1.0,2.0,-116.93435446393453,27.49650464818308,-7.328911096174574e-06,0.0001980394222371,1.0,0.1952179304312958,0.0,0,0,0.0,0,0,medium,1,0,18,0.26664602986529784,1.1866361222083206,1.0574468085106383,3.0,0.0,0.00020292536296790003,4.23134879425777e-06,8323072.0,0.0002053683333333,8323072.0,0.0002053683333333,8323072.0
t_19,frontend_browsing_replicas_4_users_75,frontend,browsing,4,75,0.0001759396889766,8323072.0,0.1759396889766436,832307.2000000001,1.0,2.0,-94.91611111111118,27.49650464818308,-2.209973326051514e-05,0.0001759396889766,1.0,0.1948574836500274,0.0,0,0,0.0,0,0,medium,1,0,19,0.279759971548578,1.1910204994413824,1.0606382978723403,3.0,0.0,0.00019311581484899998,1.531968372559946e-05,8323072.0,0.0001980394222371,8323072.0,0.0002053683333333,8323072.0
t_20,frontend_browsing_replicas_4_users_75,frontend,browsing,4,75,0.000252292715385,12656640.0,0.2522927153850604,1265664.0,1.0,4.0,-94.91611111111118,27.49650464818308,7.635302640841675e-05,0.000252292715385,1.0,0.2960650090711361,0.0,0,0,0.0,0,0,high,2,1,20,0.2938575586630029,1.1945517327530075,1.0638297872340425,3.0,0.0,0.00020875727553289997,3.92886808748165e-05,9767594.666666666,0.0001759396889766,8323072.0,0.0001980394222371,8323072.0
t_21,frontend_browsing_replicas_4_users_75,frontend,browsing,4,75,0.000252292715385,12779520.0,0.2522927153850604,1277952.0,1.0,4.0,-94.91611111111118,28.64709236776895,0.0,0.000252292715385,1.0,0.2988994761913175,0.0,0,0,0.0,0,0,high,2,0,21,0.30887582796227764,1.1972140507980058,1.0670212765957447,3.0,0.0,0.00022684170658219998,4.408244035033229e-05,11253077.333333334,0.000252292715385,12656640.0,0.0001759396889766,8323072.0
