timestamp,experiment_id,service,scenario,replica_count,load_users,cpu_cores_value,mem_bytes_value,net_rx_bytes_value,net_tx_bytes_value,pod_restarts_value,replica_count_value,node_cpu_util_value,node_mem_util_value,network_activity_rate_value,processing_intensity_value,service_stability_value,resource_pressure_value,replica_change,replica_scaling_up,replica_scaling_down,load_change,load_increasing,load_decreasing,cpu_regime,cpu_regime_encoded,cpu_regime_change,time_idx,hour_pattern,day_pattern,growth_trend,replica_load_interaction,scaling_intensity,cpu_rolling_3_mean,cpu_rolling_3_std,mem_rolling_3_mean,cpu_lag_1,mem_lag_1,cpu_lag_2,mem_lag_2
t_0,frontend_browsing_replicas_4_users_50,frontend,browsing,4,50,2.274889226519341e-05,8597504.0,0.0227488922651934,859750.4,1.0,2.0,41.20333333333333,27.0021136061454,0.0,2.274889226519341e-05,1.0,0.2005808781396619,0.0,0,0,0.0,0,0,low,0,1,0,0.24019237886466838,1.0,1.0,2.0,0.0,2.274889226519341e-05,0.0,8597504.0,2.274889226519341e-05,8597504.0,2.274889226519341e-05,8597504.0
t_1,frontend_browsing_replicas_4_users_50,frontend,browsing,4,50,4.358668566775248e-05,8605696.0,0.0435866856677524,860569.6000000001,1.0,2.0,35.701855880891046,27.0021136061454,2.083779340255907e-05,4.358668566775248e-05,1.0,0.2011115095571908,0.0,0,0,0.0,0,0,low,0,0,1,0.22970933962927426,1.0149460187172847,1.0035714285714286,2.0,0.0,3.3167788966472946e-05,1.473454501991382e-05,8601600.0,2.274889226519341e-05,8597504.0,2.274889226519341e-05,8597504.0
t_2,frontend_browsing_replicas_4_users_50,frontend,browsing,4,50,3.812500000000003e-05,8605696.0,0.038125,860569.6000000001,1.0,2.0,45.50136565540066,27.0021136061454,-5.4616856677524485e-06,3.812500000000003e-05,1.0,0.2010224294313796,0.0,0,0,0.0,0,0,low,0,0,2,0.22073787540673873,1.029808453235235,1.0071428571428571,2.0,0.0,3.482019264431531e-05,1.0804847162990065e-05,8602965.333333334,4.358668566775248e-05,8605696.0,2.274889226519341e-05,8597504.0
t_3,frontend_browsing_replicas_4_users_50,frontend,browsing,4,50,3.812500000000003e-05,8605696.0,0.038125,860569.6000000001,1.0,2.0,55.31981493248555,27.0021136061454,0.0,3.812500000000003e-05,1.0,0.2010224294313796,0.0,0,0,0.0,0,0,low,0,0,3,0.2133281582641578,1.0445041867912628,1.0107142857142857,2.0,0.0,3.9945561889250844e-05,3.153305690505984e-06,8605696.0,3.812500000000003e-05,8605696.0,4.358668566775248e-05,8605696.0
t_4,frontend_browsing_replicas_4_users_50,frontend,browsing,4,50,3.812500000000003e-05,8605696.0,0.038125,860569.6000000001,1.0,2.0,65.07073841072516,27.0021136061454,0.0,3.812500000000003e-05,1.0,0.2010224294313796,0.0,0,0,0.0,0,0,low,0,0,4,0.2075216263454529,1.058951034882181,1.0142857142857142,2.0,0.0,3.812500000000003e-05,0.0,8605696.0,3.812500000000003e-05,8605696.0,3.812500000000003e-05,8605696.0
t_5,frontend_browsing_replicas_4_users_50,frontend,browsing,4,50,3.812500000000003e-05,8605696.0,0.038125,860569.6000000001,1.0,2.0,74.87318958614588,27.0021136061454,0.0,3.812500000000003e-05,1.0,0.2010224294313796,0.0,0,0,0.0,0,0,low,0,0,5,0.20335075213246145,1.073068204873279,1.0178571428571428,2.0,0.0,3.812500000000003e-05,0.0,8605696.0,3.812500000000003e-05,8605696.0,3.812500000000003e-05,8605696.0
t_6,frontend_browsing_replicas_4_users_50,frontend,browsing,4,50,3.812500000000003e-05,8605696.0,0.038125,860569.6000000001,1.0,2.0,84.67735473148147,27.0021136061454,0.0,3.812500000000003e-05,1.0,0.2010224294313796,0.0,0,0,0.0,0,0,low,0,0,6,0.20083886084564595,1.0867767478235115,1.0214285714285714,2.0,0.0,3.812500000000003e-05,0.0,8605696.0,3.812500000000003e-05,8605696.0,3.812500000000003e-05,8605696.0
t_7,frontend_browsing_replicas_4_users_50,frontend,browsing,4,50,3.812500000000003e-05,8605696.0,0.038125,860569.6000000001,1.0,2.0,-107.6605478921352,27.0021136061454,0.0,3.812500000000003e-05,1.0,0.2010224294313796,0.0,0,0,0.0,0,0,low,0,0,7,0.2,1.1,1.025,2.0,0.0,3.812500000000003e-05,0.0,8605696.0,3.812500000000003e-05,8605696.0,3.812500000000003e-05,8605696.0
t_8,frontend_browsing_replicas_4_users_50,frontend,browsing,4,50,3.812500000000003e-05,8605696.0,0.038125,860569.6000000001,1.0,2.0,-114.74361111111108,27.368179441291037,0.0,3.812500000000003e-05,1.0,0.2010224294313796,0.0,0,0,0.0,0,0,low,0,0,8,0.20083886084564595,1.1126640116127244,1.0285714285714285,2.0,0.0,3.812500000000003e-05,0.0,8605696.0,3.812500000000003e-05,8605696.0,3.812500000000003e-05,8605696.0
t_9,frontend_browsing_replicas_4_users_50,frontend,browsing,4,50,4.42125814332248e-05,8605696.0,0.0442125814332248,860569.6000000001,1.0,2.0,-114.74361111111108,27.368179441291037,6.087581433224766e-06,4.42125814332248e-05,1.0,0.2011217179208581,0.0,0,0,0.0,0,0,low,0,0,9,0.20335075213246145,1.1246979603717466,1.032142857142857,2.0,0.0,4.015419381107495e-05,3.5146667791860765e-06,8605696.0,3.812500000000003e-05,8605696.0,3.812500000000003e-05,8605696.0
