ycpu,endpoint,id,instance,job,metrics_path,namespace,node,pod,service,value
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,0.0003054739310939775
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,0.0003079087926877139
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,0.00030915687076523595
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,0.0002884119580744539
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,0.0002779034664869584
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,0.0002752469346049046
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,0.00027096100374884163
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,0.0002986887225978427
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,0.0002756355990059802
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,0.000269880606971348
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,0.00025744952342143346
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,0.0002607109408853908
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,0.00025453094037985335
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,0.0002626149066560746
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,0.0002487739901731009
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,0.0002249670075879427
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,0.00017388016835655814
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,0.00014901194195474692
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,0.00013009393928335023
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,0.00010761862523251164
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,8.408607557594006e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,5.728601564975458e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod76eeaae6_47b2_4109_838d_5b7fc2d64d31.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-7fpj2,prometheus-kube-prometheus-kubelet,3.97355754188267e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod79d94c8f_6205_432c_9c22_5ec2ad07d888.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-5p8q8,prometheus-kube-prometheus-kubelet,4.1069622185051875e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod79d94c8f_6205_432c_9c22_5ec2ad07d888.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-5p8q8,prometheus-kube-prometheus-kubelet,0.00011646417442158289
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod79d94c8f_6205_432c_9c22_5ec2ad07d888.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-5p8q8,prometheus-kube-prometheus-kubelet,0.00014808133568678668
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod79d94c8f_6205_432c_9c22_5ec2ad07d888.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-5p8q8,prometheus-kube-prometheus-kubelet,0.00017897841395674922
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod79d94c8f_6205_432c_9c22_5ec2ad07d888.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-5p8q8,prometheus-kube-prometheus-kubelet,0.0002147126630855216
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod79d94c8f_6205_432c_9c22_5ec2ad07d888.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-5p8q8,prometheus-kube-prometheus-kubelet,0.0002211843333333334
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod851ddda3_bbf0_48bf_9fb8_8d3d0721a9db.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-vc5rx,prometheus-kube-prometheus-kubelet,6.273340868900246e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod851ddda3_bbf0_48bf_9fb8_8d3d0721a9db.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-vc5rx,prometheus-kube-prometheus-kubelet,9.834825750247904e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod851ddda3_bbf0_48bf_9fb8_8d3d0721a9db.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-vc5rx,prometheus-kube-prometheus-kubelet,9.170416666666655e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod851ddda3_bbf0_48bf_9fb8_8d3d0721a9db.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-vc5rx,prometheus-kube-prometheus-kubelet,9.170416666666655e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod851ddda3_bbf0_48bf_9fb8_8d3d0721a9db.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-vc5rx,prometheus-kube-prometheus-kubelet,9.170416666666655e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod851ddda3_bbf0_48bf_9fb8_8d3d0721a9db.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-vc5rx,prometheus-kube-prometheus-kubelet,9.170416666666655e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod851ddda3_bbf0_48bf_9fb8_8d3d0721a9db.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-vc5rx,prometheus-kube-prometheus-kubelet,9.170416666666655e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod851ddda3_bbf0_48bf_9fb8_8d3d0721a9db.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-vc5rx,prometheus-kube-prometheus-kubelet,9.170416666666655e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod851ddda3_bbf0_48bf_9fb8_8d3d0721a9db.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-vc5rx,prometheus-kube-prometheus-kubelet,0.00010069419538010924
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod851ddda3_bbf0_48bf_9fb8_8d3d0721a9db.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-vc5rx,prometheus-kube-prometheus-kubelet,6.94239982759102e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podb5c91645_1aad_4a8d_abf7_e0d1729d4d0c.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-rblbn,prometheus-kube-prometheus-kubelet,4.093050494428458e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podb5c91645_1aad_4a8d_abf7_e0d1729d4d0c.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-rblbn,prometheus-kube-prometheus-kubelet,6.964722243410055e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podf13c2ab7_7344_40ab_a97c_5c26f26f8444.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-47cvw,prometheus-kube-prometheus-kubelet,6.408281311930247e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podf13c2ab7_7344_40ab_a97c_5c26f26f8444.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-47cvw,prometheus-kube-prometheus-kubelet,7.669777777777776e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podf13c2ab7_7344_40ab_a97c_5c26f26f8444.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-47cvw,prometheus-kube-prometheus-kubelet,7.669777777777776e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podf13c2ab7_7344_40ab_a97c_5c26f26f8444.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-47cvw,prometheus-kube-prometheus-kubelet,7.669777777777776e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podf13c2ab7_7344_40ab_a97c_5c26f26f8444.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-47cvw,prometheus-kube-prometheus-kubelet,7.669777777777776e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podf13c2ab7_7344_40ab_a97c_5c26f26f8444.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-47cvw,prometheus-kube-prometheus-kubelet,7.669777777777776e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podf13c2ab7_7344_40ab_a97c_5c26f26f8444.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-47cvw,prometheus-kube-prometheus-kubelet,7.669777777777776e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podf13c2ab7_7344_40ab_a97c_5c26f26f8444.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-47cvw,prometheus-kube-prometheus-kubelet,7.669777777777776e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podf13c2ab7_7344_40ab_a97c_5c26f26f8444.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-47cvw,prometheus-kube-prometheus-kubelet,7.669777777777776e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podf13c2ab7_7344_40ab_a97c_5c26f26f8444.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-47cvw,prometheus-kube-prometheus-kubelet,5.965103503712087e-05
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.05793565343795965
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.05827469907091241
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.05852447246543848
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.0583928152786117
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.058034311334289525
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.05815086883692304
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.05847535219805498
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.05606908606878547
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.05862495734673845
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.058778167596889884
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.05906377372062646
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.05846661649587491
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.05867406968777854
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.05921412654184276
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.05980214901109302
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.05738290813914883
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.05881007236638778
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.05854432038143297
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.05618512679133481
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.059527862812373836
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.05957241558940056
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.059710979035268924
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.05964533434467039
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.059929750647245816
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.06042767827321322
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.06405730792010277
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.06689003004261841
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.06934267565190319
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07125054179985929
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07350854757349075
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07577649689422997
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07821657470173272
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07958033884139742
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.08017857325370277
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.08008071255694744
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07993000599948553
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.08040701560392585
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.08077598680444241
total,https-metrics,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-podfd521c6d_60d2_414e_a677_7c0a96fa753f.slice,192.168.49.2:10250,kubelet,/metrics/cadvisor,hipster-shop,minikube,frontend-76dbbddfc5-qtpjp,prometheus-kube-prometheus-kubelet,0.07826260662764695
